,neighbourhood_group,price,minimum_nights,number_of_reviews,price_category,availability_365
16299,Brooklyn,201,30,66,Medium,159
11845,Manhattan,201,1,162,Medium,73
8328,Brooklyn,201,2,175,Medium,68
1391,Brooklyn,200,4,11,Medium,0
1656,Manhattan,200,4,11,Medium,259
1889,Brooklyn,200,2,11,Medium,0
2940,Manhattan,200,7,11,Medium,11
3846,Manhattan,200,30,11,Medium,363
13159,Manhattan,200,1,11,Medium,0
17200,Manhattan,200,5,11,Medium,0
17460,Manhattan,200,2,11,Medium,0
19907,Brooklyn,200,5,11,Medium,83
24221,Brooklyn,200,20,11,Medium,32
24602,Manhattan,200,2,11,Medium,0
24882,Brooklyn,200,2,11,Medium,0
25786,Brooklyn,200,2,11,Medium,179
30553,Manhattan,200,10,11,Medium,365
32620,Brooklyn,200,5,11,Medium,0
33475,Brooklyn,200,3,11,Medium,0
40989,Brooklyn,200,2,11,Medium,269
2847,Brooklyn,200,120,12,Medium,306
4468,Manhattan,200,2,12,Medium,0
9473,Manhattan,200,5,12,Medium,25
9814,Manhattan,200,5,12,Medium,0
10083,Brooklyn,200,4,12,Medium,5
14519,Manhattan,200,2,12,Medium,0
14764,Brooklyn,200,2,12,Medium,0
20307,Manhattan,200,1,12,Medium,206
22411,Brooklyn,200,2,12,Medium,9
22822,Manhattan,200,1,12,Medium,8
32996,Manhattan,200,1,12,Medium,0
34185,Manhattan,200,4,12,Medium,0
34515,Manhattan,200,1,12,Medium,6
43799,Manhattan,200,5,12,Medium,127
959,Manhattan,200,7,13,Medium,327
1793,Brooklyn,200,4,13,Medium,0
3836,Brooklyn,200,3,13,Medium,0
3906,Brooklyn,200,2,13,Medium,0
5658,Manhattan,200,3,13,Medium,157
18128,Brooklyn,200,2,13,Medium,0
22268,Brooklyn,200,1,13,Medium,23
25176,Manhattan,200,1,13,Medium,0
27961,Manhattan,200,1,13,Medium,1
29525,Manhattan,200,2,13,Medium,0
30803,Brooklyn,200,2,13,Medium,3
34879,Manhattan,200,4,13,Medium,172
35378,Brooklyn,200,2,13,Medium,89
35387,Manhattan,200,2,13,Medium,358
35632,Brooklyn,200,2,13,Medium,0
38416,Manhattan,200,2,13,Medium,224
41364,Manhattan,200,2,13,Medium,352
45258,Manhattan,200,1,13,Medium,69
4495,Brooklyn,200,2,14,Medium,0
4958,Brooklyn,200,1,14,Medium,336
5573,Brooklyn,200,2,14,Medium,0
7371,Manhattan,200,30,14,Medium,284
7373,Brooklyn,200,14,14,Medium,0
7796,Manhattan,200,3,14,Medium,9
8015,Manhattan,200,2,14,Medium,0
25334,Manhattan,200,3,14,Medium,10
28636,Manhattan,200,3,14,Medium,0
32327,Brooklyn,200,3,14,Medium,119
33920,Brooklyn,200,1,14,Medium,22
40775,Brooklyn,200,2,14,Medium,330
40792,Brooklyn,200,5,14,Medium,96
42884,Manhattan,200,4,14,Medium,323
1467,Brooklyn,200,3,15,Medium,0
4429,Brooklyn,200,4,15,Medium,95
24546,Manhattan,200,1,15,Medium,351
26383,Manhattan,200,1,15,Medium,29
32993,Brooklyn,200,1,15,Medium,2
35659,Manhattan,200,2,15,Medium,129
39853,Brooklyn,200,2,15,Medium,0
41044,Brooklyn,200,2,15,Medium,300
1047,Brooklyn,200,3,16,Medium,291
4993,Manhattan,200,7,16,Medium,50
5198,Manhattan,200,7,16,Medium,0
12664,Manhattan,200,1,16,Medium,365
15147,Brooklyn,200,1,16,Medium,239
18229,Manhattan,200,3,16,Medium,0
22533,Manhattan,200,3,16,Medium,15
31819,Manhattan,200,2,16,Medium,6
34950,Manhattan,200,4,16,Medium,56
35296,Brooklyn,200,2,16,Medium,357
36217,Brooklyn,200,2,16,Medium,136
36776,Manhattan,200,30,16,Medium,164
1095,Brooklyn,200,3,17,Medium,67
1372,Manhattan,200,2,17,Medium,0
1485,Manhattan,200,3,17,Medium,5
4179,Brooklyn,200,2,17,Medium,81
5250,Manhattan,200,4,17,Medium,35
17418,Manhattan,200,1,17,Medium,0
24964,Brooklyn,200,4,17,Medium,95
26211,Brooklyn,200,1,17,Medium,87
35522,Brooklyn,200,2,17,Medium,0
37330,Manhattan,200,2,17,Medium,254
40896,Manhattan,200,2,17,Medium,79
41486,Brooklyn,200,3,17,Medium,142
9448,Manhattan,200,3,18,Medium,188
31709,Manhattan,200,3,18,Medium,10
33062,Manhattan,200,4,18,Medium,5
54,Manhattan,200,7,19,Medium,257
109,Brooklyn,200,30,19,Medium,208
5367,Manhattan,200,6,19,Medium,0
12127,Brooklyn,200,2,19,Medium,0
29877,Brooklyn,200,3,19,Medium,4
30179,Brooklyn,200,30,19,Medium,179
38597,Manhattan,200,2,19,Medium,0
39925,Brooklyn,200,1,19,Medium,285
1229,Brooklyn,200,7,20,Medium,365
2889,Manhattan,200,3,20,Medium,0
3374,Brooklyn,200,4,20,Medium,279
3967,Manhattan,200,5,20,Medium,0
12973,Manhattan,200,2,20,Medium,0
20827,Manhattan,200,1,20,Medium,0
29653,Manhattan,200,2,20,Medium,20
32253,Manhattan,200,2,20,Medium,53
35431,Manhattan,200,2,20,Medium,11
36378,Manhattan,200,1,20,Medium,313
18496,Brooklyn,200,5,21,Medium,364
30436,Manhattan,200,3,21,Medium,124
35837,Manhattan,200,3,21,Medium,42
35963,Manhattan,200,2,21,Medium,38
36674,Brooklyn,200,3,21,Medium,327
2059,Manhattan,200,6,22,Medium,354
5124,Manhattan,200,4,22,Medium,2
6039,Manhattan,200,2,22,Medium,0
13734,Brooklyn,200,3,22,Medium,363
14225,Manhattan,200,30,22,Medium,112
17589,Manhattan,200,5,22,Medium,5
18453,Manhattan,200,2,22,Medium,4
19904,Manhattan,200,2,22,Medium,11
23355,Manhattan,200,3,22,Medium,28
24470,Brooklyn,200,3,22,Medium,0
31232,Manhattan,200,2,22,Medium,3
34272,Manhattan,200,2,22,Medium,155
36215,Brooklyn,200,2,22,Medium,20
37857,Manhattan,200,2,22,Medium,283
41705,Manhattan,200,1,22,Medium,0
1608,Manhattan,200,2,23,Medium,0
6117,Manhattan,200,2,23,Medium,0
18679,Manhattan,200,6,23,Medium,89
26962,Brooklyn,200,5,23,Medium,42
32602,Manhattan,200,1,23,Medium,23
7292,Brooklyn,200,4,24,Medium,0
7957,Manhattan,200,6,24,Medium,188
22951,Manhattan,200,2,24,Medium,6
24625,Manhattan,200,2,24,Medium,20
32160,Manhattan,200,3,24,Medium,337
37538,Brooklyn,200,1,24,Medium,290
570,Manhattan,200,30,25,Medium,0
12488,Brooklyn,200,4,25,Medium,6
17215,Manhattan,200,2,25,Medium,0
18789,Manhattan,200,3,25,Medium,89
20334,Manhattan,200,4,25,Medium,352
25063,Brooklyn,200,1,25,Medium,2
26787,Manhattan,200,3,25,Medium,0
36539,Manhattan,200,31,25,Medium,91
2336,Manhattan,200,2,26,Medium,188
2371,Manhattan,200,4,26,Medium,0
3864,Manhattan,200,2,26,Medium,0
20304,Manhattan,200,1,26,Medium,317
31589,Brooklyn,200,2,26,Medium,275
33076,Brooklyn,200,1,26,Medium,69
33741,Manhattan,200,3,26,Medium,67
10847,Brooklyn,200,10,27,Medium,280
16912,Manhattan,200,3,27,Medium,0
27904,Brooklyn,200,3,27,Medium,336
33018,Brooklyn,200,2,27,Medium,217
3703,Manhattan,200,1,28,Medium,341
4247,Manhattan,200,30,28,Medium,0
6461,Manhattan,200,7,28,Medium,363
9379,Brooklyn,200,2,28,Medium,0
13355,Manhattan,200,3,28,Medium,3
19314,Manhattan,200,2,28,Medium,66
30737,Brooklyn,200,3,28,Medium,25
31405,Brooklyn,200,1,28,Medium,265
39332,Brooklyn,200,1,28,Medium,30
392,Brooklyn,200,2,29,Medium,36
11622,Manhattan,200,2,29,Medium,0
27923,Manhattan,200,2,29,Medium,18
30359,Brooklyn,200,3,29,Medium,50
30788,Manhattan,200,1,29,Medium,176
35020,Manhattan,200,1,29,Medium,0
37364,Brooklyn,200,3,29,Medium,144
988,Manhattan,200,7,30,Medium,224
3887,Brooklyn,200,1,30,Medium,362
5518,Manhattan,200,1,30,Medium,0
7945,Manhattan,200,4,30,Medium,0
8043,Brooklyn,200,3,30,Medium,364
27602,Brooklyn,200,3,30,Medium,101
28900,Manhattan,200,3,30,Medium,1
37895,Brooklyn,200,2,30,Medium,76
41285,Manhattan,200,1,30,Medium,2
4954,Manhattan,200,1,31,Medium,365
18681,Manhattan,200,3,31,Medium,51
20112,Manhattan,200,4,31,Medium,291
21168,Brooklyn,200,5,31,Medium,291
31705,Brooklyn,200,2,31,Medium,95
22861,Brooklyn,200,2,32,Medium,8
24550,Brooklyn,200,3,32,Medium,317
26921,Brooklyn,200,3,32,Medium,36
28608,Manhattan,200,6,32,Medium,251
33876,Brooklyn,200,3,32,Medium,141
183,Brooklyn,200,4,33,Medium,1
14271,Manhattan,200,1,33,Medium,0
24225,Manhattan,200,2,33,Medium,250
1338,Manhattan,200,7,34,Medium,217
36960,Manhattan,200,1,34,Medium,0
2127,Manhattan,200,10,35,Medium,51
3171,Manhattan,200,3,35,Medium,0
5681,Manhattan,200,30,35,Medium,286
7348,Manhattan,200,6,35,Medium,11
21373,Brooklyn,200,2,35,Medium,0
32347,Manhattan,200,28,35,Medium,50
4209,Manhattan,200,4,36,Medium,248
24630,Brooklyn,200,2,36,Medium,124
33075,Brooklyn,200,2,36,Medium,321
639,Manhattan,200,2,37,Medium,257
4354,Brooklyn,200,5,37,Medium,78
22724,Brooklyn,200,1,37,Medium,5
30968,Manhattan,200,2,37,Medium,8
32666,Manhattan,200,3,37,Medium,2
4116,Manhattan,200,30,38,Medium,170
4493,Brooklyn,200,30,38,Medium,5
16550,Manhattan,200,7,38,Medium,205
17490,Manhattan,200,1,38,Medium,123
26922,Manhattan,200,2,38,Medium,101
32125,Manhattan,200,4,38,Medium,159
307,Manhattan,200,30,39,Medium,251
12372,Manhattan,200,2,39,Medium,19
15315,Manhattan,200,2,39,Medium,0
25005,Brooklyn,200,2,39,Medium,253
29084,Brooklyn,200,1,39,Medium,362
31955,Brooklyn,200,2,39,Medium,209
26165,Manhattan,200,2,40,Medium,288
29915,Brooklyn,200,3,40,Medium,279
36218,Manhattan,200,1,40,Medium,274
3268,Manhattan,200,3,41,Medium,0
7670,Manhattan,200,7,41,Medium,87
18749,Manhattan,200,5,41,Medium,333
19454,Manhattan,200,3,41,Medium,1
25387,Brooklyn,200,3,41,Medium,1
27008,Manhattan,200,3,41,Medium,181
27230,Manhattan,200,2,41,Medium,158
32407,Brooklyn,200,2,41,Medium,246
4244,Brooklyn,200,5,42,Medium,15
33576,Manhattan,200,2,42,Medium,129
14860,Manhattan,200,3,43,Medium,14
15858,Brooklyn,200,1,43,Medium,232
21493,Manhattan,200,2,43,Medium,0
28575,Manhattan,200,3,43,Medium,63
28899,Manhattan,200,2,43,Medium,8
31128,Brooklyn,200,2,43,Medium,102
31785,Manhattan,200,2,43,Medium,284
2088,Manhattan,200,4,45,Medium,48
3833,Manhattan,200,3,45,Medium,346
10116,Manhattan,200,6,45,Medium,0
14825,Brooklyn,200,30,45,Medium,310
21118,Manhattan,200,2,45,Medium,159
22224,Manhattan,200,4,45,Medium,49
26885,Brooklyn,200,2,45,Medium,268
26985,Brooklyn,200,3,45,Medium,3
4363,Manhattan,200,1,46,Medium,0
20500,Brooklyn,200,2,46,Medium,234
27532,Manhattan,200,1,46,Medium,0
29500,Manhattan,200,5,46,Medium,228
8785,Manhattan,200,3,47,Medium,0
14008,Manhattan,200,2,47,Medium,205
17417,Brooklyn,200,30,47,Medium,298
30874,Manhattan,200,4,47,Medium,0
4659,Manhattan,200,4,48,Medium,312
17607,Manhattan,200,3,48,Medium,53
21217,Manhattan,200,5,48,Medium,71
666,Manhattan,200,3,49,Medium,0
4749,Manhattan,200,5,49,Medium,25
6827,Manhattan,200,1,49,Medium,0
9988,Manhattan,200,2,49,Medium,205
14729,Brooklyn,200,4,50,Medium,50
17114,Manhattan,200,3,50,Medium,268
4210,Manhattan,200,5,51,Medium,88
24768,Brooklyn,200,2,51,Medium,127
2456,Manhattan,200,2,52,Medium,193
10976,Brooklyn,200,1,52,Medium,359
12083,Manhattan,200,1,52,Medium,74
910,Brooklyn,200,30,53,Medium,0
3877,Manhattan,200,2,53,Medium,223
26291,Brooklyn,200,3,53,Medium,75
30629,Manhattan,200,5,54,Medium,242
1453,Brooklyn,200,3,56,Medium,365
5920,Manhattan,200,2,56,Medium,226
17245,Brooklyn,200,2,58,Medium,257
19484,Manhattan,200,3,58,Medium,152
1591,Manhattan,200,2,59,Medium,0
1208,Manhattan,200,1,60,Medium,260
7705,Brooklyn,200,2,61,Medium,341
4967,Manhattan,200,2,62,Medium,304
19195,Manhattan,200,3,62,Medium,49
11008,Brooklyn,200,3,63,Medium,354
21617,Brooklyn,200,1,63,Medium,270
4960,Manhattan,200,5,64,Medium,329
2651,Manhattan,200,4,68,Medium,21
22513,Manhattan,200,2,68,Medium,43
20180,Brooklyn,200,4,71,Medium,230
31681,Manhattan,200,3,71,Medium,95
32400,Manhattan,200,2,71,Medium,230
1716,Brooklyn,200,2,72,Medium,52
21206,Manhattan,200,4,72,Medium,109
21605,Manhattan,200,3,72,Medium,249
20712,Brooklyn,200,3,73,Medium,329
36243,Brooklyn,200,1,73,Medium,65
5,Manhattan,200,3,74,Medium,129
3021,Manhattan,200,60,74,Medium,233
24861,Manhattan,200,2,74,Medium,35
28688,Manhattan,200,4,75,Medium,59
21900,Brooklyn,200,2,77,Medium,88
28007,Manhattan,200,1,77,Medium,268
5248,Manhattan,200,3,78,Medium,336
23033,Manhattan,200,1,78,Medium,84
19011,Manhattan,200,3,79,Medium,28
332,Brooklyn,200,3,80,Medium,106
2390,Brooklyn,200,2,80,Medium,109
15994,Brooklyn,200,2,80,Medium,286
23096,Brooklyn,200,2,80,Medium,271
23406,Brooklyn,200,2,80,Medium,70
27763,Manhattan,200,2,81,Medium,194
30321,Manhattan,200,3,81,Medium,189
1964,Manhattan,200,2,82,Medium,157
24297,Brooklyn,200,2,83,Medium,201
7274,Manhattan,200,2,84,Medium,272
5933,Brooklyn,200,90,91,Medium,365
5783,Brooklyn,200,3,95,Medium,358
8454,Manhattan,200,5,95,Medium,182
25584,Manhattan,200,3,97,Medium,60
624,Manhattan,200,3,100,Medium,191
22714,Brooklyn,200,2,100,Medium,244
10602,Manhattan,200,1,101,Medium,247
4631,Manhattan,200,4,102,Medium,6
19312,Manhattan,200,2,102,Medium,101
456,Manhattan,200,2,103,Medium,235
23409,Brooklyn,200,1,105,Medium,274
14859,Manhattan,200,4,107,Medium,203
26869,Manhattan,200,1,107,Medium,200
6183,Manhattan,200,2,109,Medium,336
3832,Brooklyn,200,2,110,Medium,51
24463,Manhattan,200,2,110,Medium,0
10635,Manhattan,200,2,113,Medium,197
14280,Manhattan,200,3,114,Medium,165
11439,Brooklyn,200,3,115,Medium,243
16698,Manhattan,200,2,117,Medium,34
2989,Manhattan,200,2,119,Medium,216
4700,Brooklyn,200,5,120,Medium,193
10380,Brooklyn,200,2,120,Medium,287
15054,Manhattan,200,2,128,Medium,231
4187,Brooklyn,200,2,129,Medium,64
76,Manhattan,200,1,142,Medium,322
63,Brooklyn,200,30,143,Medium,297
3005,Manhattan,200,2,144,Medium,263
10689,Manhattan,200,2,146,Medium,264
10672,Brooklyn,200,2,147,Medium,103
12658,Manhattan,200,2,148,Medium,0
11187,Manhattan,200,2,150,Medium,0
4771,Brooklyn,200,3,153,Medium,260
15612,Manhattan,200,2,154,Medium,51
5859,Manhattan,200,3,162,Medium,208
5593,Brooklyn,200,1,170,Medium,303
19034,Manhattan,200,3,170,Medium,82
4952,Brooklyn,200,2,175,Medium,303
1610,Manhattan,200,3,203,Medium,260
9793,Manhattan,200,3,203,Medium,271
13998,Manhattan,200,1,207,Medium,245
1868,Brooklyn,200,2,267,Medium,266
1341,Manhattan,199,60,11,Medium,281
4865,Manhattan,199,30,11,Medium,365
36738,Brooklyn,199,2,11,Medium,0
2063,Manhattan,199,29,12,Medium,31
27423,Manhattan,199,5,12,Medium,12
29165,Manhattan,199,3,12,Medium,17
40399,Manhattan,199,2,12,Medium,110
8975,Manhattan,199,3,13,Medium,4
28988,Manhattan,199,7,13,Medium,349
580,Manhattan,199,1,14,Medium,158
8787,Manhattan,199,2,14,Medium,0
13264,Manhattan,199,1,14,Medium,0
30894,Manhattan,199,21,14,Medium,0
34863,Brooklyn,199,2,14,Medium,250
35006,Manhattan,199,3,14,Medium,3
12492,Manhattan,199,4,15,Medium,0
18674,Manhattan,199,2,15,Medium,54
31107,Brooklyn,199,30,15,Medium,55
34602,Manhattan,199,2,15,Medium,230
20264,Manhattan,199,30,16,Medium,150
27574,Manhattan,199,3,16,Medium,3
39884,Brooklyn,199,3,16,Medium,129
11725,Manhattan,199,28,17,Medium,114
22904,Manhattan,199,3,17,Medium,280
38886,Manhattan,199,1,17,Medium,334
38891,Manhattan,199,1,17,Medium,354
38892,Manhattan,199,1,17,Medium,347
41825,Brooklyn,199,2,17,Medium,31
5152,Brooklyn,199,2,18,Medium,0
11272,Manhattan,199,2,18,Medium,1
34479,Manhattan,199,5,18,Medium,248
37981,Manhattan,199,2,18,Medium,171
40132,Manhattan,199,2,18,Medium,16
6135,Manhattan,199,2,19,Medium,0
18724,Manhattan,199,3,19,Medium,11
28279,Brooklyn,199,2,19,Medium,297
1757,Brooklyn,199,265,20,Medium,90
9597,Manhattan,199,3,20,Medium,0
10686,Brooklyn,199,1,20,Medium,365
19481,Brooklyn,199,3,20,Medium,0
37799,Manhattan,199,1,20,Medium,359
40627,Manhattan,199,3,20,Medium,123
41077,Brooklyn,199,2,20,Medium,61
41961,Manhattan,199,1,20,Medium,49
29247,Manhattan,199,7,21,Medium,10
38266,Manhattan,199,1,21,Medium,133
39247,Manhattan,199,3,21,Medium,228
18190,Manhattan,199,5,22,Medium,68
31987,Manhattan,199,3,22,Medium,329
675,Brooklyn,199,3,23,Medium,60
833,Brooklyn,199,3,23,Medium,81
1821,Manhattan,199,5,23,Medium,0
17331,Brooklyn,199,3,23,Medium,0
669,Brooklyn,199,3,24,Medium,84
674,Brooklyn,199,3,24,Medium,60
1156,Manhattan,199,3,24,Medium,0
22993,Manhattan,199,4,24,Medium,35
38268,Manhattan,199,1,24,Medium,155
2975,Brooklyn,199,2,25,Medium,5
4894,Manhattan,199,3,25,Medium,0
35285,Manhattan,199,3,25,Medium,30
38083,Manhattan,199,1,25,Medium,324
13376,Brooklyn,199,3,26,Medium,74
